;Номер Сборочного   ;Имя Сборочного;Состав Сборочного;Дата обновления;Чертеж Сборочного;Адрес папки;Дата чертежа;;;;;;;
;ТР-М 83.00.000-01 СБ;Секция промежуточная;"ТР-М 03.00.001 | Стенка боковая | 2
ТР-М 82.00.004 | Накладка нижняя | 1
ТР-М 82.00.005 | Накладка торцевая | 1
ТР-М 82.00.005-01 | Накладка торцевая | 1
ТР-М 83.00.002 | Дно секции промежуточной | 1
ТР-М 83.00.003 | Дно ПНД | 1
ТР-М 83.00.005 | Накладка верхняя | 1
КЦ400А.01.03.000 СБ | Вал роликовый | 2
";26.06.2025 15:59;;;;;;;;;;
;ТР-М 83.00.000-02 СБ;Секция промежуточная;"КЦ-300А1 02.00.013 | Накладка | 2
КЦ-400А1 02.00.006 | Швеллер | 1
ТР-М 03.00.001 | Стенка боковая | 2
ТР-М 83.00.002 | Дно секции промежуточной | 1
ТР-М 83.00.003 | Дно ПНД | 1
ТР-М 83.00.004 | Крышка секции промежуточной | 1
КЦ400А.01.03.000 СБ | Вал роликовый | 2
";26.06.2025 15:59;;;;;;;;;;
;ТР-М 83.00.000-03 СБ;Секция промежуточная;"ТР-М 03.00.001 | Стенка боковая | 2
ТР-М 82.00.004 | Накладка нижняя | 2
ТР-М 82.00.005 | Накладка торцевая | 2
ТР-М 82.00.005-01 | Накладка торцевая | 2
ТР-М 83.00.002 | Дно секции промежуточной | 1
ТР-М 83.00.003-01 | Дно ПНД | 1
ТР-М 83.00.006 | Вставка ПНД | 2
ТР-М 83.00.007 | Крышка большая секции промежуточной | 1
КЦ400А.01.03.000 СБ | Вал роликовый | 2
";26.06.2025 15:59;;;;;;;;;;
;ТР-М 88.00.000 СБ;Цепь;"КЦ400А.03.00.001 | Скребок | 164
КЦ400А.03.00.005 | Накладка | 162
КЦ400А.03.01.000 СБ | Ковш | 9
КЦ400А.03.01.000-01 СБ | Ковш | 9
КЦ400А.03.02.000 СБ | Уголок в сборе | 168
";26.06.2025 15:59;ТР-М 88.00.000 СБ Цепь.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М 88.00.000 СБ Цепь;14.01.2025 16:31;;;;;;;
;ТР-М 89.00.000 СБ;Секция короткая;"КЦ-300А1 02.00.013 | Накладка | 2
КЦ-400А1 02.00.006 | Швеллер | 1
КЦ-В300/30 01.00.015 | Кронштейн | 1
ТР-М 82.00.004 | Накладка нижняя | 1
ТР-М 82.00.005 | Накладка торцевая | 1
ТР-М 82.00.005-01 | Накладка торцевая | 1
ТР-М 89.00.001 | Стенка боковая | 2
ТР-М 89.00.002 | Дно секции короткой | 1
ТР-М 89.00.003 | Дно ПНД | 1
ТР-М 89.00.004 | Крышка секции короткой | 1
КЦ400А.01.03.000 СБ | Вал роликовый | 1
ТР-М 82.02.000 СБ | Накладка верхняя с уплотнителем | 1
ТР-М 89.02.000 СБ | Накладка верхняя с уплотнителем | 1
ТР-М 89.03.000 СБ | Пластина крепежная | 1
ТР-М 89.03.000-01 СБ | Пластина крепежная | 1
";31.07.2025 16:20;ТР-М 89.00.000 СБ Секция короткая.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М 89.00.000 СБ Секция короткая;18.06.2025 11:29;;;;;;;
;ТР-М 89.01.000 СБ;Крышка секции короткой в сборе;"ТР-М 89.01.001 | Крышка секции короткой | 1
";;ТР-М 89.01.000 СБ Крышка секции короткой в сборе.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М 89.00.000 СБ Секция короткая\ТР-М 89.01.000 СБ Крышка секции короткой в сборе;07.02.2024 14:52;;;;;;;
;ТР-М 89.02.000 СБ;Накладка верхняя с уплотнителем;"ТР-М 89.02.001 | Накладка верхняя | 1
";31.07.2025 16:20;ТР-М 89.02.000 СБ Накладка верхняя с уплотнителем.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М 89.00.000 СБ Секция короткая\ТР-М 89.02.000 СБ Накладка верхняя с уплотнителем;20.06.2025 9:08;;;;;;;
;ТР-М 89.03.000 СБ;Пластина крепежная;"ТР-М 89.03.001 | Пластина | 1
";31.07.2025 16:20;;;;;;;;;;
;ТР-М 89.03.000-01 СБ;Пластина крепежная;"ТР-М 89.03.001-01 | Пластина | 1
";31.07.2025 16:20;;;;;;;;;;
;ТР-М АТ2 161.00.000 СБ;Секция приводная;"КЦ320М.01.00.011 | Рамка на стекло | 2
КЦ-400А1 01.00.005 | Упор транспортировочный | 3
КЦ-В300/30 01.00.015 | Кронштейн | 18
КЦЕ-400/200А1 01.00.001-02 | Стенка боковая | 1
КЦЕ-400/200А1 01.00.001-03 | Стенка боковая | 1
КЦЕ-400/200А1 01.00.002 | Футеровка | 1
КЦЕ-400/200А1 01.00.003 | Дно секции приводной | 1
КЦЕ-400/200А1 01.00.004-01 | Вал приводной | 1
КЦЕ-400/200А1 01.00.005 | Уголок крыши | 1
КЦЕ-400/200А1 01.00.007 | Крышка секции приводной | 1
ШТ-11 | Шайба торцевая | 2
Сталь шпоночная 20х12 (210) | Сталь шпоночная 20х12 | 1
Сталь шпоночная 22х14 (100) | Сталь шпоночная 22х14 | 1
КЦ-400А1 01.03.000 СБ | Крышка люка | 1
КЦЕ-400/200А1 01.01.000 СБ | Люк в сборе | 1
КЦЕ-400/200А1 01.03.000 СБ | Стенка торцевая | 1
КЦЕ-400/200А1 01.04.000-01 СБ | Плита в сборе | 2
КЦЕ400/250 01.04.000 СБ | Звездочка в сборе | 1
КЦЕ400/250 01.05.000 СБ | Вал роликовый | 2
НЗЕ-200А4 01.11.000 СБ | Кожух привода КСА97 | 1
ТР-М 161.01.000 СБ | Плита подмоторная | 1
";01.08.2025 7:54;ТР-М АТ2 161.00.000 СБ Секция приводная.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М АТ2 161.00.000 СБ Секция приводная;18.06.2025 13:19;;;;;;;
;ТР-М АТ2 166.00.000 СБ;Секция средняя;"КЦЕ-400/200А1 02.00.010 | Накладка | 2
КЦЕ-400/200А1 02.00.011 | Швеллер | 1
ТР-М 161.00.004 | Накладка торцевая | 2
ТР-М 161.00.005 | Накладка нижняя | 1
ТР-М АТ2 166.00.001 | Стенка боковая | 1
ТР-М АТ2 166.00.001-01 | Стенка боковая | 1
ТР-М АТ2 166.00.002 | Дно секции средней | 1
ТР-М АТ2 166.00.003 | Дно ПНД | 1
ТР-М АТ2 166.00.004 | Крышка секции средней | 1
КЦЕ-400/250 01.05.000 СБ | Вал роликовый | 3
ТР-М 162.02.000 СБ | Накладка верхняя с уплотнителем | 1
ТР-М 169.02.000 СБ | Накладка верхняя с уплотнителем | 1
ТР-М 169.03.000 СБ | Пластина крепежная | 1
ТР-М 169.03.000-01 СБ | Пластина крепежная | 1
";01.08.2025 8:31;ТР-М АТ2 166.00.000 СБ Секция средняя.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М АТ2 166.00.000 СБ Секция средняя;19.06.2025 13:35;;;;;;;
;ТР-М АТ2 166.01.000 СБ;Крышка секции средней в сборе;"ТР-М АТ2 166.01.001 | Крышка секции средней | 1
";;ТР-М АТ2 166.01.000 СБ Крышка секции средней в сборе.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА-М\ТР-М - Транспортер разгрузки-Master\ТР-М АТ2 166.00.000 СБ Секция средняя\ТР-М АТ2 166.01.000 СБ Крышка секции средней в сборе;19.07.2024 7:37;;;;;;;
;ТШЗР50 01.00 СБ;Труба на шнек ШЗР50.1996;"ТШЗР50 01.01 | Труба 80х80 | 1
ТШЗР50 01.01-01 | Труба 80х80 | 1
ТШЗР50 01.01-02 | Труба 80х80 | 1
ТШЗР50 01.02 | Кронштейн | 5
ТШЗР50 01.02-01 | Кронштейн | 1
ТШЗР50 01.02-02 | Кронштейн | 1
ТШЗР50 01.03 | Косынка | 2
ТШЗР50 01.04 | Лист 1,5 | 2
";26.06.2025 16:41;ТШЗР50 01.00 СБ Труба на шнек ШЗР50.1996.cdw;K:\1 ЧЕРТЕЖИ\ШНЕКИ\ТШЗР50 01.00 Труба на шнек ШЗР50.1996;01.04.2025 13:35;;;;;;;
;Ф1 01.00.000 СБ;Стена №1;"Ф1 01.00.001 | Труба 80х80 | 1
Ф1 01.00.002 | Труба 80х80 | 2
Ф1 01.00.003 | Косынка № 1 | 2
Ф1 01.00.004 | Косынка № 2 | 2
Ф1 01.00.005 | Косынка № 3 | 1
Ф1 01.00.006 | Косынка № 4 | 1
Ф1 01.01.000 СБ | Ферма крыши | 2
";26.06.2025 16:42;Ф1 01.00.000 СБ - Стена №1.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\Ф\Ф1 00.00.000 СБ - Фермы модулей\Ф1 01.00.000 СБ - Стена №1;21.04.2020 16:51;;;;;;;
;Ф1 01.01.000 СБ;Ферма крыши;"Ф1 01.01.001 | Балка № 1 | 1
Ф1 01.01.002 | Балка № 2 | 1
Ф1 01.01.003 | Балка № 3 | 1
Ф1 01.01.004 | Косынка | 1
Ф1 01.01.005 | Труба 80х80 | 1
";26.06.2025 16:42;Ф1 01.01.000 СБ - Ферма крыши.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\Ф\Ф1 00.00.000 СБ - Фермы модулей\Ф1 01.00.000 СБ - Стена №1\Ф1 01.01.000 СБ - Ферма крыши;25.11.2015 9:13;;;;;;;
;Ф1 02.00.000 СБ;Стена №2;"Ф1 01.00.001 | Труба 80х80 | 1
Ф1 01.00.002 | Труба 80х80 | 2
Ф1 01.00.003 | Косынка № 1 | 2
Ф1 01.00.004 | Косынка № 2 | 2
Ф1 01.00.005 | Косынка № 3 | 1
Ф1 01.00.006 | Косынка № 4 | 1
Ф1 02.00.001 | Труба 80х40 | 2
Ф1 02.00.002 | Труба 80х40 | 4
Ф1 02.00.003 | Труба 80х40 | 2
Ф1 01.01.000 СБ | Ферма крыши | 2
";26.06.2025 16:42;Ф1 02.00.000 СБ - Стена №2.cdw;K:\1 ЧЕРТЕЖИ\ЭЛЕМЕНТЫ КОМПЛЕКСОВ\Ф\Ф1 00.00.000 СБ - Фермы модулей\Ф1 02.00.000 СБ - Стена №2;22.04.2020 9:27;;;;;;;
;ЦОС 00.00.000 СБ;Циклон Zlata;"ВНЗ 50А3/2х45 00.00.005 | Заглушка | 1
ЦОС 00.00.001 | Стержень | 1
ЦОС 00.00.001-01 | Стержень | 2
ЦОС 00.00.001-02 | Стержень | 1
ЦОС 00.00.001-03 | Стержень | 2
ЦОС 00.00.001-04 | Стержень | 4
ЦОС 00.00.002 | Обечайка | 1
ЦОС 00.00.003 | Лист торцевой внешний | 1
ЦОС 01.00.000 СБ | Конус внешний в сборе | 1
ЦОС 01.10.000 СБ | Фланец | 1
ЦОС 02.00.000 СБ | Отсекатель | 1
ЦОС 03.00.000 СБ | Патрубок выхлопной | 1
ЦОС 04.00.000 СБ | Переход 150 h=150 | 1
";26.06.2025 15:35;ЦОС 00.00.000 СБ Циклон Zlata.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata;10.03.2023 8:07;;;;;;;
;ЦОС 01.00.000 СБ;Конус внешний в сборе;"ЦОС 01.00.001 | Конус внешний | 1
ЦОС 01.00.002 | Стенка торцевая внутренняя | 1
ЦОС 01.00.003 | Опора | 1
ЦОС 01.10.000 СБ | Фланец | 1
";26.06.2025 15:35;ЦОС 01.00.000 СБ Конус внешний в сборе.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 01.00.000 - Конус внешний в сборе;10.03.2023 7:39;;;;;;;
;ЦОС 01.10.000 СБ;Фланец;"ЦОС 01.10.001 | Сектор фланца | 1
";26.06.2025 15:35;ЦОС 01.10.000 СБ Фланец.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 01.00.000 - Конус внешний в сборе\ЦОС 01.10.000 - Фланец;09.03.2023 15:46;;;;;;;
;ЦОС 02.00.000 СБ;Отсекатель;"ЦОС 02.00.001 | Конус отсекателя | 1
ЦОС 02.00.002 | Диск отсекателя | 1
ЦОС 02.00.002-01 | Диск отсекателя | 1
";26.06.2025 15:35;ЦОС 02.00.000 СБ Отсекатель.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 02.00.000 - Отсекатель;18.09.2020 9:39;;;;;;;
;ЦОС 03.00.000 СБ;Патрубок выхлопной;"ЦОС 03.00.001 | Цилиндр 250 | 1
ЦОС 03.00.002 | Юбка | 1
ЦОС 01.10.000 СБ | Фланец | 1
";26.06.2025 15:35;ЦОС 03.00.000 СБ Патрубок выхлопной.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 03.00.000 - Патрубок выхлопной;10.03.2023 8:09;;;;;;;
;ЦОС 04.00.000 СБ;Переход 150 h=150;"ЦОС 04.00.001 | Полупатрубок | 2
ЦОС 04.01.000 СБ | Фланец 150 | 1
";26.06.2025 15:35;ЦОС 04.00.000 СБ Переход 150 h=150.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 04.00.000 - Переход 200 h=150;09.12.2020 13:33;;;;;;;
;ЦОС 04.01.000 СБ;Фланец 150;"ЦОС 04.01.001 | Сектор фланца | 3
";26.06.2025 15:36;ЦОС 04.01.000 СБ Фланец 150.cdw;K:\1 ЧЕРТЕЖИ\ЗЛАТА\ЦОС 00.00.000 - Циклон Zlata\ЦОС 04.00.000 - Переход 200 h=150\ЦОС 04.01.000 - Фланец 150;09.12.2020 13:31;;;;;;;
;ЦП 00.00.000 (-01) СБ;Циклон петкуса;"ЦП 01.00.000 СБ | Цилиндр | 1
ЦП 02.00.000 СБ | Конус в сборе | 1
ЦП 03.00.000 СБ | Рама | 1
ЦП 04.00.000 СБ | Труба 1680 в сборе | 2
";26.06.2025 16:38;;;;;;;;;;
;ЦП 01.00.000 СБ;Цилиндр;"ЦП 01.00.001 | Фланец | 1
ЦП 01.00.002 | Дно | 1
ЦП 01.00.003 | Стенка № 1 | 1
ЦП 01.00.004 | Стенка № 2 | 1
ЦП 01.00.005 | Полоса | 1
ЦП 01.01.000 СБ | Цилиндр внутренний | 1
ЦП 01.02.000 СБ | Крышка | 1
ЦП 01.03.000 СБ | Цилиндр наружный | 1
ЦП 01.04.000 СБ | Распорка | 4
";26.06.2025 16:38;;;;;;;;;;
;ЦП 01.01.000 СБ;Цилиндр внутренний;"ЦП 01.01.001 | Труба | 1
ЦП 01.01.002 | Фланец | 1
ЦП 01.01.003 | Перегородка № 1 | 1
ЦП 01.01.004 | Перегородка № 2 | 2
";26.06.2025 16:38;;;;;;;;;;
;ЦП 01.02.000 СБ;Крышка;"ЦП 01.02.001 | Сектор № 1 | 1
ЦП 01.02.002 | Сектор № 2 | 1
";26.06.2025 16:38;;;;;;;;;;
;ЦП 01.03.000 СБ;Цилиндр наружный;"ЦП 01.03.001 | Лист 1,5 | 1
ЦП 01.03.002 | Лист 1,5 | 1
";26.06.2025 16:38;;;;;;;;;;
;ЦП 01.04.000 СБ;Распорка;"ЦП 01.04.001 | Труба 40х20 | 1
ЦП 01.04.002 | Лист 1,5 | 2
";26.06.2025 16:38;;;;;;;;;;
;ЦП 02.00.000 СБ;Конус в сборе;"ЦП 02.00.001 | Фланец | 1
ЦП 02.00.002 | Фланец маленький | 1
ЦП 02.01.000-01 СБ | Конус | 1
";26.06.2025 16:38;ЦП 02.00.000 СБ - Конус в сборе.cdw;K:\1 ЧЕРТЕЖИ\ЦИКЛОНЫ\ЦП 00.00.000 СБ - Циклон петкуса\ЦП 02.00.000-01 СБ - Конус;21.12.2018 14:36;;;;;;;
;ЦП 02.01.000-01 СБ;Конус;"ЦП 02.01.001-01 | Лист 1,5 | 1
ЦП 02.01.002-01 | Лист 1,5 | 2
ЦП 02.01.003-01 | Лист 1,5 | 3
";26.06.2025 16:38;;;;;;;;;;
;ЦП 03.00.000 СБ;Рама;"ЦП 03.00.001 | Раскос № 1 | 4
ЦП 03.00.002 | Раскос № 2 | 8
ЦП 03.00.003 | Труба 40х40 | 4
ЦП 03.01.000 СБ | Рамка | 2
";26.06.2025 16:38;ЦП 03.00.000 СБ - Рама .cdw;K:\1 ЧЕРТЕЖИ\ЦИКЛОНЫ\ЦП 00.00.000 СБ - Циклон петкуса\ЦП 03.00.000 СБ - Рама;04.03.2019 10:48;;;;;;;
;ЦП 03.01.000 СБ;Рамка;"ЦП 03.01.001 | Труба 1680 | 4
";26.06.2025 16:38;ЦП 03.01.000 СБ - Рамка .cdw;K:\1 ЧЕРТЕЖИ\ЦИКЛОНЫ\ЦП 00.00.000 СБ - Циклон петкуса\ЦП 03.00.000 СБ - Рама;21.12.2018 13:56;;;;;;;
;ЦП 04.00.000 СБ;Труба 1680 в сборе;"ЦП 04.00.001 | Труба 40х40 | 1
ЦП 04.00.002 | Лист 1,5 | 2
";26.06.2025 16:38;ЦП 04.00.000 СБ - Труба 1680 в сборе .cdw;K:\1 ЧЕРТЕЖИ\ЦИКЛОНЫ\ЦП 00.00.000 СБ - Циклон петкуса\ЦП 04.00.000 СБ - Труба 1680 в сборе;21.12.2018 14:00;;;;;;;
;ШЗР50 01.00.000 СБ;Корпус;"ШЗР50 01.00.001 | Кожух | 1
ШЗР50 01.00.002 | Ребро жесткости | 1
ШЗР50 01.00.003 | Отвал | 1
ШЗР50 01.00.004 | Уголок | 1
ШЗР50 01.00.004-01 | Уголок | 2
ШЗР50 01.00.004-02 | Уголок | 2
ШЗР50 01.00.004-03 | Уголок | 2
ШЗР50 01.00.004-04 | Уголок | 1
";26.06.2025 16:41;;;;;;;;;;
;ШЗР50 01.00.000-01 СБ;Корпус;"ШЗР50 01.00.001-01 | Кожух | 1
ШЗР50 01.00.002-01 | Ребро жесткости | 1
ШЗР50 01.00.003-01 | Отвал | 1
ШЗР50 01.00.004 | Уголок | 1
ШЗР50 01.00.004-01 | Уголок | 2
ШЗР50 01.00.004-02 | Уголок | 2
ШЗР50 01.00.004-03 | Уголок | 2
ШЗР50 01.00.004-04 | Уголок | 1
";26.06.2025 16:41;;;;;;;;;;
